,Name,image_link,tickets_url,start_date,start_time,end_date,end_time,venue,address_1,address_2,organizer,organizer_url,url
101,Gifting Exhibition,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F488153469%2F1492622818623%2F1%2Foriginal.20230408-082824?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C960%2C480&s=5eb9c4a7975321762e45470320eacfe1,https://www.eventbrite.com/checkout-external?eid=613277699107,2023-08-08,11:00,2023-08-11,19:00,Nehru Centre: Hall Of Harmony,"Nehru Centre, worli",,Giftex India,https://www.eventbrite.com/o/giftex-india-64078470273,https://www.eventbrite.com/e/gifting-exhibition-tickets-613277699107
102,Azure OpenAI Day - 2023 - Mumbai - INDIA,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F513507879%2F281080901084%2F1%2Foriginal.20230512-120641?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C26%2C1920%2C960&s=025333da898234bf96bb4dda626702fe,https://www.eventbrite.com/checkout-external?eid=635342174547,2023-06-24,11:00,2023-06-24,16:00,"Microsoft Corporation India Private Limited, Mumbai","4th Floor, Windsor,","Kalina, Santacruz East",Dear Azure | AZ-INDIA by Kasam Shaikh,https://www.eventbrite.com/o/dear-azure-az-india-by-kasam-shaikh-18178264307,https://www.eventbrite.com/e/azure-openai-day-2023-mumbai-india-tickets-635342174547
103,Forage In the Forest: Experience Forest & Wild Food Heritage of Sahyadris,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F519585619%2F1567222425903%2F1%2Foriginal.20230522-080216?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=252%2C0%2C1600%2C800&s=62c9b90401b26b902761a6f15f34416d,https://www.eventbrite.com/checkout-external?eid=640398407877,2023-06-11,08:00,2023-06-11,15:30,"Forest Walk at Vare, near Karjat",Vare Town,,Monks Bouffe,https://www.eventbrite.com/o/monks-bouffe-66225374133,https://www.eventbrite.com/e/forage-in-the-forest-experience-forest-wild-food-heritage-of-sahyadris-registration-640398407877
104,3rd Annual Computer Software Assurance 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F505427839%2F1305370695333%2F1%2Foriginal.20230502-102242?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C25%2C700%2C350&s=0e3cdd0f67824b9f4ce89adb0f84fd1a,https://www.eventbrite.com/checkout-external?eid=629120635757,2023-06-22,08:30,2023-06-23,18:30,Mumbai,Mumbai,,Eminence Business Media,https://www.eventbrite.com/o/eminence-business-media-57991044503,https://www.eventbrite.com/e/3rd-annual-computer-software-assurance-2023-tickets-629120635757
105,"ICAI Startup SPhere on 27-28th June, 2023 at Jio World Centre, BKC, Mumbai",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F531726769%2F1567439162513%2F1%2Foriginal.20230608-041847?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=377%2C0%2C800%2C400&s=85aead337999b9bb34ef59e43cd737ab,https://www.eventbrite.com/checkout-external?eid=640477614787,2023-06-27,10:00,2023-06-28,18:00,Jio World Convention Centre,Jio World Convention Centre,"World Jio Centre, Bandra Kurla Complex (BKC), Bandra (East) Mumbai",ICAI,https://www.eventbrite.sg/o/icai-66232352643,https://www.eventbrite.sg/e/icai-startup-sphere-on-27-28th-june-2023-at-jio-world-centre-bkc-mumbai-tickets-640477614787
106,Develop and Grow a Successful Virtual Reality Tech Startup Business Today!,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F343554209%2F233567016891%2F1%2Foriginal.20200329-110552?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C800%2C400&s=a876ae925edfae0a5516bc2dc005436c,https://www.eventbrite.com/checkout-external?eid=500574902007,2023-06-14,13:00,2023-06-14,17:00,Bombay,Virtual Workshop,,Atechup.com,https://www.eventbrite.com/o/atechupcom-15646132597,https://www.eventbrite.com/e/develop-and-grow-a-successful-virtual-reality-tech-startup-business-today-tickets-500574902007
107,Mumbai International Finance Expo,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F523168699%2F700916941403%2F1%2Foriginal.20230526-084515?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C171%2C720%2C360&s=7180c101ba840930d1e1d12a8cb13abb,https://www.eventbrite.com/checkout-external?eid=643572010207,2024-05-16,08:30,2024-05-17,17:00,Jio World Convention Centre,"Jio World Centre, G Block, Bandra Kurla Complex, Bandra East",,FiFin,https://www.eventbrite.hk/o/fifin-46700087213,https://www.eventbrite.hk/e/mumbai-international-finance-expo-tickets-643572010207
0,Free Career Empowerment & Meditation Class - Mumbai,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F355757199%2F572555648333%2F1%2Foriginal.20220916-140501?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=4557572ea790d750fa4213c70104244b,https://www.eventbrite.com/checkout-external?eid=556648660127,2023-06-10,06:00,2023-06-10,07:00,Online via Zoom,See Confirmation Email for Zoom Link,,Become Butterfly,https://www.eventbrite.com/o/become-butterfly-34346634153,https://www.eventbrite.com/e/free-career-empowerment-meditation-class-mumbai-tickets-556648660127
1,How to debug and enhance existing code with ChatGPT,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F532644039%2F1597905202333%2F1%2Foriginal.20230609-091655?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C187%2C6000%2C3000&s=ffc526bec8ae0b9d7c825351defd3e44,https://www.eventbrite.com/checkout-external?eid=654757355877,2023-07-29,10:30,2023-07-29,11:30,Parkar Digital,Balkrishna Sakharam Dhole Patil Road,,Parkar Digital,https://www.eventbrite.com/o/parkar-digital-67071455533,https://www.eventbrite.com/e/how-to-debug-and-enhance-existing-code-with-chatgpt-tickets-654757355877
2,Tree Plantation & Restoration Drive,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F525839049%2F1297865715663%2F1%2Foriginal.20230531-060755?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C10%2C1316%2C658&s=7ed576ef94dbfede31696508234f90d0,https://www.eventbrite.com/checkout-external?eid=638521052657,2023-06-11,07:30,2023-06-11,10:30,Picnic Point Garden,Aarey Road,#Unit 25,ConnectFor,https://www.eventbrite.com/o/connectfor-57764741393,https://www.eventbrite.com/e/tree-plantation-restoration-drive-tickets-638521052657
3,Harmonise Your Life: Lessons from Music,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F474911269%2F213611455990%2F1%2Foriginal.20230322-094735?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C183%2C1748%2C874&s=5e12779c16e71b9e0551b71397bcae73,https://www.eventbrite.com/checkout-external?eid=596641459667,2023-06-24,18:00,2023-06-24,20:00,New Acropolis Cultural Organization,Shahid Bhagat Singh Road,,New Acropolis India ,https://www.eventbrite.com/o/new-acropolis-india-30948762389,https://www.eventbrite.com/e/harmonise-your-life-lessons-from-music-tickets-596641459667
4,AfterClass with BeMasterly,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F531953059%2F1581563827873%2F1%2Foriginal.20230608-131718?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=0741bc2f3def933ef5dd584efabbb107,https://www.eventbrite.com/checkout-external?eid=646820175557,2023-06-16,18:30,2023-06-16,22:00,Courtyard by Marriott Nashik,Mumbai - Agra National Highway,,BeMasterly - A Navneet Initiative,https://www.eventbrite.com/o/bemasterly-a-navneet-initiative-66625737193,https://www.eventbrite.com/e/afterclass-with-bemasterly-tickets-646820175557
5,Malhar Fest,Unavailable,https://www.eventbrite.com/checkout-external?eid=653183809357,2023-07-18,19:00,2023-07-18,22:00,St. Xavier's College (Autonomous),5 Mahapalika Marg,,,https://www.eventbrite.com/o/66991147283,https://www.eventbrite.com/e/malhar-fest-tickets-653183809357
6,Investing in Innovation - Online Webinar,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F524449059%2F326000112825%2F1%2Foriginal.20230529-102420?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=fe4e17d7a54056b383669356bcadec4e,https://www.eventbrite.com/checkout-external?eid=645898859877,2023-06-13,16:00,2023-06-13,17:15,Online Webinar Mumbai,Mumbai,,The Atlantic Society - Private Member's Group,https://www.eventbrite.co.uk/o/the-atlantic-society-private-members-group-26229658289,https://www.eventbrite.co.uk/e/investing-in-innovation-online-webinar-tickets-645898859877
7,18th National Terapanth Kishore Mandal Adhiveshan 2023 - Mumbai,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F529993599%2F1591743822483%2F1%2Foriginal.20230606-071232?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C1499%2C2160%2C1080&s=a30a40c1c69a1746c29c7bddb7f7608b,https://www.eventbrite.com/checkout-external?eid=651585970177,2023-07-28,06:00,2023-07-30,20:00,Hotel Sea N Rock,Western Express Highway,,TKM AXIS,https://www.eventbrite.com/o/tkm-axis-66898573773,https://www.eventbrite.com/e/18th-national-terapanth-kishore-mandal-adhiveshan-2023-mumbai-tickets-651585970177
8,Mumbai Startup Meetup,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F528524549%2F3865663544%2F1%2Foriginal.20230603-181848?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C83%2C1600%2C800&s=e35aaf2dcb0730c3f6f3b992ab004661,https://www.eventbrite.com/checkout-external?eid=649782816897,2023-06-10,11:00,2023-06-10,13:00,DevX,Andheri - Kurla Road,,eChai Mumbai Startup Network,https://www.eventbrite.com/o/echai-mumbai-startup-network-26547370817,https://www.eventbrite.com/e/mumbai-startup-meetup-tickets-649782816897
9,"I want spiritual awakening, just not alone in Pune! 21 Day Meditation",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F524094009%2F647919780083%2F1%2Foriginal.20230522-173858?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C52%2C800%2C400&s=a8940a3c35dd314517474e94a0b98065,https://www.eventbrite.com/checkout-external?eid=644850454067,2023-08-05,16:15,2023-08-05,17:15,Online-Zoom,Zoom link emailed & displayed after registration,,Spiritual Awakening Just Not Alone Meditation,https://www.eventbrite.com.au/o/spiritual-awakening-just-not-alone-meditation-61314124363,https://www.eventbrite.com.au/e/i-want-spiritual-awakening-just-not-alone-in-pune-21-day-meditation-tickets-644850454067
10,Sustainable Investing: Aligning Profit with Purpose! - Online Webinar,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F525945819%2F326000112825%2F1%2Foriginal.20230531-102451?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=7adcd5e18be77daf51025e616ee2183a,https://www.eventbrite.com/checkout-external?eid=646922080357,2023-07-11,16:00,2023-07-11,17:15,Online Webinar Mumbai,Mumbai,,The Atlantic Society - Private Member's Group,https://www.eventbrite.co.uk/o/the-atlantic-society-private-members-group-26229658289,https://www.eventbrite.co.uk/e/sustainable-investing-aligning-profit-with-purpose-online-webinar-tickets-646922080357
11,Space Carnival,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F530107099%2F1520178709003%2F1%2Foriginal.20230606-111107?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C1200%2C600&s=02af2b2f7977902f53607577e2ea6a32,https://www.eventbrite.com/checkout-external?eid=651746700927,2023-06-10,16:30,2023-06-10,19:00,Navi Mumbai,Navi Mumbai,,Foundree Preschool & Daycare,https://www.eventbrite.com/o/foundree-preschool-amp-daycare-64877454283,https://www.eventbrite.com/e/space-carnival-tickets-651746700927
12,PINK ALMARI – The Monsoon Edit,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F436668049%2F1299529632113%2F1%2Foriginal.20230201-111201?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C89%2C1920%2C960&s=fafce067cd2176f295a2bd3d90c6de56,https://www.eventbrite.com/checkout-external?eid=530375335907,2023-06-13,11:00,2023-06-13,19:00,Blue Sea Catering and Banquets,11 Khan Abdul Gaffar Khan Road,,Marriage Mantra,https://www.eventbrite.com/o/marriage-mantra-57815252513,https://www.eventbrite.com/e/pink-almari-the-monsoon-edit-tickets-530375335907
13,ALGORYTHM™️| Intro to Machine Learning,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F477861009%2F262347974128%2F1%2Foriginal.20220727-130048?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C98%2C1920%2C960&s=783c9c1d369f8a81cc09a637756f24ab,https://www.eventbrite.com/checkout-external?eid=599303241127,2023-06-14,19:00,2023-06-14,22:00,Algorythm Online Classroom,.,.,"Kat Usop, MSHI",https://www.eventbrite.com/o/kat-usop-mshi-17526467445,https://www.eventbrite.com/e/algorythmtm-intro-to-machine-learning-tickets-599303241127
14,TrueConf seminar about secure video conferencing in Mumbai,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F529337489%2F1590424783393%2F1%2Foriginal.20230605-145424?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C60%2C1920%2C960&s=933b1729579bcff69158677b76aa179a,https://www.eventbrite.com/checkout-external?eid=650852907567,2023-07-07,14:30,2023-07-07,18:30,Andheri - Kurla Road,Andheri - Kurla Road,,TrueConf,https://www.eventbrite.com/o/trueconf-66856108583,https://www.eventbrite.com/e/trueconf-seminar-about-secure-video-conferencing-in-mumbai-tickets-650852907567
15,Laundrex India Expo 2023,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F410710099%2F1313816364053%2F1%2Foriginal.20221216-044001?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=73f6562f35769161a66f93185c54c0c1,https://www.eventbrite.com/checkout-external?eid=490329056407,2023-09-13,10:00,2023-09-15,18:00,NESCO GATE 1,Western Express Highway,,Virtual Info Systems,https://www.eventbrite.com/o/virtual-info-systems-58247618033,https://www.eventbrite.com/e/laundrex-india-expo-2023-tickets-490329056407
16,Pune - Can self realisation save us in the Final Judgement?,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F207898579%2F250110139773%2F1%2Foriginal.20220103-071855?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C41%2C1080%2C540&s=ed2cfa4cd8a9da697a217428e7527eb3,https://www.eventbrite.com/checkout-external?eid=239340011417,2023-06-11,08:15,2023-06-11,09:15,Online -Zoom,https://zoom.us/j/9181716151,,Free Guided Meditation,https://www.eventbrite.com/o/free-guided-meditation-33712679317,https://www.eventbrite.com/e/pune-can-self-realisation-save-us-in-the-final-judgement-tickets-239340011417
17,"ICAI Startup SPhere on 27-28th June, 2023 at Jio World Centre, Mumbai",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F524991939%2F1567439162513%2F1%2Foriginal.20230530-083945?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C736%2C3000%2C1500&s=cd8258f277e4ffa2bcf2a7618316deed,https://www.eventbrite.com/checkout-external?eid=642006327207,2023-06-27,10:00,2023-06-28,18:00,Jio World Convention Centre,Jio World Convention Centre,"World Jio Centre, Bandra Kurla Complex (BKC), Bandra (East) Mumbai",ICAI,https://www.eventbrite.sg/o/icai-66232352643,https://www.eventbrite.sg/e/icai-startup-sphere-on-27-28th-june-2023-at-jio-world-centre-mumbai-tickets-642006327207
18,ONLINE : Free Meditation course -- Mumbai. Experience the peace & balance,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F145648637%2F250110139773%2F1%2Foriginal.20210826-063353?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=175%2C0%2C700%2C350&s=3c1d157355100e95d7d117a0c9446050,https://www.eventbrite.com/checkout-external?eid=168535663707,2023-06-10,21:00,2023-06-10,22:00,Online - Zoom,https://us02web.zoom.us/j/5587014223?pwd=S2xiMmd2Zk1nMDkwUFRBL2c5NEVVQT09,,We Meditate,https://www.eventbrite.com/o/we-meditate-34316778617,https://www.eventbrite.com/e/online-free-meditation-course-mumbai-experience-the-peace-balance-tickets-168535663707
19,Seagull Brand Launch Centre,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F523273829%2F1574886622343%2F1%2Foriginal.20230526-123833?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C29%2C2500%2C1250&s=488210c9e58593a1e98fb72189abf7dc,https://www.eventbrite.com/checkout-external?eid=643677535837,2023-07-01,10:00,2023-07-01,12:00,Seagull Advertising,"Windor Commerce, 5th floor",Baner road,Seagull Advertising,https://www.eventbrite.com/o/seagull-advertising-66452472773,https://www.eventbrite.com/e/seagull-brand-launch-centre-tickets-643677535837
20,ONLINE : Free Meditation course -- Antalya. Experience the peace & balance,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F151040049%2F250110139773%2F1%2Foriginal.20210826-144848?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C12%2C1200%2C600&s=ade94aa42cf4526378079a06ae7991eb,https://www.eventbrite.com/checkout-external?eid=173966226667,2023-06-10,18:30,2023-06-10,19:30,Online - Zoom,"8, chaitanya soc., warje naka, warje",,We Meditate,https://www.eventbrite.com/o/we-meditate-34316778617,https://www.eventbrite.com/e/online-free-meditation-course-antalya-experience-the-peace-balance-tickets-173966226667
21,Effective Note-Taking- Mumbai,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F409884739%2F768571642273%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C2160%2C1080&s=ddbc118ea4a6f4481b1540fb9c12d2ab,https://www.eventbrite.com/checkout-external?eid=488849380657,2023-06-15,20:30,2023-06-15,21:30,Mumbai,[ONLINE EVENT],,Iris Reading,https://www.eventbrite.com/o/iris-reading-58158045383,https://www.eventbrite.com/e/effective-note-taking-mumbai-tickets-488849380657
22,Football Match in Pune,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F416283749%2F1332750531903%2F1%2Foriginal.20230101-112533?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C210%2C2250%2C1125&s=d4a77ed42a3cc6e5e47339f121f493fc,https://www.eventbrite.com/checkout-external?eid=501825161567,2023-06-11,17:00,2023-06-11,20:00,PWD Ground,Karmvir Bhaurao Patil Road,,Pune City Football Club,https://www.eventbrite.com/o/pune-city-football-club-58817388703,https://www.eventbrite.com/e/football-match-in-pune-tickets-501825161567
23,Archerfish and Kai & Cove Trade Show,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F532595949%2F1597772016513%2F1%2Foriginal.20230609-065328?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C754%2C900%2C450&s=f573b1c4ed75e6d47c5d7ca265be7f84,https://www.eventbrite.com/checkout-external?eid=654714908917,2023-06-13,11:00,2023-06-13,19:00,"Commercial Complex Building D, Unit 16,, Ganeesham Phase II",ganeesham phase 2,,Archerfish and Kai & Cove,https://www.eventbrite.com/o/archerfish-and-kai-amp-cove-67068061943,https://www.eventbrite.com/e/archerfish-and-kai-cove-trade-show-tickets-654714908917
24,World Dental Show 2023,Unavailable,https://www.eventbrite.com/checkout-external?eid=515942386567,2023-11-18,19:00,2023-11-19,22:00,Jio World Centre,Bandra Kurla Complex,,Indian Dental Association (IDA),https://www.eventbrite.com/o/indian-dental-association-ida-29797066559,https://www.eventbrite.com/e/world-dental-show-2023-tickets-515942386567
25,How to Catapult Workplace Productivity and Nurture a Vibrant Culture,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F523118609%2F1429962666563%2F1%2Foriginal.20230526-055155?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C14%2C1200%2C600&s=d02fd778f839f33bc30539fe8682968a,https://www.eventbrite.com/checkout-external?eid=601232501597,2023-06-13,19:00,2023-06-13,20:00,ONLINE EVENT,Dynasty Business Park,Near Andheri - Kurla Road,Samex,https://www.eventbrite.com/o/samex-30664624248,https://www.eventbrite.com/e/how-to-catapult-workplace-productivity-and-nurture-a-vibrant-culture-tickets-601232501597
26,"Monthly #FirstFridayFair Business, Data & Tech (Virtual Event) - #BOM",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F111066285%2F72706220705%2F1%2Foriginal.jpg?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C169%2C1216%2C608&s=ffa143261b9ec4941db36e7f9955288c,https://www.eventbrite.com/checkout-external?eid=484679628817,2023-07-07,11:00,2023-07-07,14:00,Virtual Event [Online Only],Virtual Event Only,,AnalyticsWEEK,https://www.eventbrite.com/o/analyticsweek-6165847909,https://www.eventbrite.com/e/monthly-firstfridayfair-business-data-tech-virtual-event-bom-tickets-484679628817
27,JEWELLERY WORLD EXHIBITION,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F417663579%2F797663167373%2F1%2Foriginal.20230104-071109?w=512&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C260%2C1042%2C521&s=6d3b154013134250b16c4b9304c785cc,https://www.eventbrite.com/checkout-external?eid=504272682167,2023-07-21,22:00,2023-07-24,05:00,The St. Regis Mumbai,462 Senapati Bapat Marg,,Insignia Exhibitions & Events,https://www.eventbrite.com/o/insignia-exhibitions-amp-events-41131628963,https://www.eventbrite.com/e/jewellery-world-exhibition-tickets-504272682167
